链接,等级,亮点,出售剩余时间,公示期截止时间,门派,综合实力,人物评分,召唤灵评分,装备评分,历史门派,历史角色,昵称,造型,仙玉数,总金币数,月饼粽子食用量,气血上限,物理伤害,法术伤害,速度,物理防御,法术防御,治疗强度,魔法上限,物理暴击,法术暴击,物理抗暴,法术抗暴,封印命中,抵抗封印,物理暴击伤害,法术暴击伤害,物理抵抗,法术抵抗,气血恢复效果,当前加点方案,永久助战,成就点数,称谓
"https://my.cbg.163.com/cgi/mweb/equip/2/202311201701716-2-PRZYW85BO94OGM?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,满级阵法x1,,2023-11-26 17:05,花果山,27717,17022,10695,7496,大唐官府，月宫,剑侠客,Star丶杰,龙太子,"9","400,949",54,3734,1896,400,741,769,890,154,1902,1%,0%,0%,0%,0,1387,19,0,17,17,0,体质：71魔力：69力量：465耐力：70敏捷：69,牛魔王（天地）、铁扇公主（天地）、惠岸行者（天地）、老鼠精（天地）、红孩儿（天地）、阎罗王（天）、百花羞（天）、太白金星（天）、孙婆婆（天）、西海龙王（天）、汤圆（天）、星宿神君（天）、北海龙女（天）、李天王（天）,658,剑会群雄·勇者三级、竞技场·百胜、竞技场·小试牛刀、地煞·伏虎斩妖、竞技场·百战、明日之星、梦幻竞猜·见时知几、剑会群雄·钦佩、剑会群雄·助人为乐、伏妖行者、剑会群雄·百胜、为人师表、梦幻迷城·精英一级、剑会群雄·小试牛刀、精灵小助手·窥径、日诵五车
"https://my.cbg.163.com/cgi/mweb/equip/2/202311201701716-2-3CCLGPEMU9BOMN?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,满级阵法x1,,2023-11-26 17:05,狮驼岭,28976,18293,10683,7573,普陀山，月宫，花果山,羽灵神,地狱战神宝宝,杀破狼,"0","384,718",53,3892,1841,403,747,777,849,171,1824,1%,0%,0%,0%,0,1386,17,0,0,17,11,体质：69魔力：69力量：465耐力：70敏捷：70,铁扇公主（天地）、孙悟空（天地）、北海龙子（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、百花羞（天地）、地藏菩萨（天地）、红孩儿（天地）、李天王（天地）、青狮王（天）、嫦娥（天）、北海龙女（天）、牛魔王（天）、惠岸行者（天）、小白龙（天）、飞霞（天）、星宿神君（天）、大鹏王（天）、玉兔精、西海龙王、汤圆,802,江湖小虾、剑会群雄·战将一级、竞技场·百胜、竞技场·小试牛刀、剑会群雄·救死扶伤、地煞·伏虎斩妖、竞技场·百战、百兽统领、剑会群雄·钦佩、剑会群雄·治疗高手、竞技场·助人为乐、剑会群雄·百胜、剑会群雄·小试牛刀、六韬三略、精灵小助手·窥径、梦幻迷城·先锋三级
"https://my.cbg.163.com/cgi/mweb/equip/47/202311201701716-47-GX9TJPNZRPQZZ?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,满级阵法x3,,2023-11-26 17:04,花果山,23018,16772,6246,7121,普陀山，月宫，化生寺，大唐官府，魔王寨，狮驼岭，花果山,龙太子，剑侠客，杀破狼，虎头怪，羽灵神,丶元宝☆，,龙太子,"139","126,679",54,3264,1894,420,757,625,929,170,1853,1%,0%,0%,0%,0,1391,15,0,18,16,10,体质：70魔力：69力量：467耐力：69敏捷：69,孙悟空（⭐ ⭐ ⭐ ）、红孩儿（⭐ ⭐ ⭐ ）、铁扇公主（⭐ ⭐ ⭐ ）、菩提老祖（⭐ ⭐ ⭐ ）、牛魔王（⭐ ⭐ ⭐ ）、九灵元圣（⭐ ⭐ ）、阎罗王（天地）、青狮王（天地）、北海龙子（天地）、西海龙王（天地）、汤圆（天地）、老鼠精（天地）、李天王（天地）、观音菩萨（天地）、猪八戒（天地）、蝎子精（天地）、唐僧（天地）、惠岸行者（天地）、白象王（天地）、大鹏王（天地）、法明长老（天）、孙婆婆（天）、司药御侍（天）、小白龙（天）、白无常（天）、北海龙女（天）、沙和尚（天）、百花羞（天）、北海龙王（天）、太白金星（天）、地藏菩萨（天）、黄袍怪、星宿神君、空度禅师,1123,江湖小虾、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、渔家乐·在水一方、竞技场·百战、倚马七纸、剑会群雄·勇者一级、剑会群雄·助人为乐、厚德树人、剑会群雄·崇拜、伏妖行者、梦幻迷城·新秀三级、竞技场·助人为乐、精灵小助手·小成、西江月·无名渔夫、地煞·履水吐焰、剑会群雄·百胜、竞技场·嗜血、剑会群雄·小试牛刀、亿万热爱·青春梦幻
"https://my.cbg.163.com/cgi/mweb/equip/94/202311201701716-94-YNJDPZ7ALVE8R?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,特技x2,,2023-11-26 17:01,大唐官府,26836,14779,12057,6314,无,无,墨痕残酒℡,漠少君,"15","414,836",25,3043,1719,384,582,743,720,173,1136,1%,0%,0%,0%,0,1380,0,0,0,0,0,体质：75魔力：69力量：428耐力：71敏捷：72,李天王（⭐ ）、星宿神君（天地）、万圣公主（天）、玉兔精（天）、西海龙王（天）、汤圆（天）、嫦娥（天）、司药御侍（天）、红孩儿（天）、观音菩萨（天）、铁扇公主（天）、惠岸行者（天）、哪吒、百花羞,489,摸鱼儿·初涉垂钓、梦幻迷城·新秀三级、四清六活、为人师表、威虎校尉、竞技场·十胜、剑会群雄·新秀一级、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/212/202311201601716-212-PRZYMXVSW3NE?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,满级阵法x1,,2023-11-26 16:56,花果山,33305,20232,13073,7793,大唐官府，化生寺，小雷音，魔王寨，月宫，花果山，狮驼岭,逍遥生，剑侠客，杀破狼，龙太子，虎头怪,云中歌ι,龙太子,"20","0",54,3572,1960,426,742,780,933,164,1929,1%,0%,0%,0%,13,1380,61,44,0,0,0,体质：69魔力：69力量：468耐力：69敏捷：69,阎罗王（天地）、猪八戒（天地）、蝎子精（天地）、铁扇公主（天地）、孙悟空（天地）、万圣公主（天地）、唐僧（天地）、九灵元圣（天地）、西海龙王（天地）、牛魔王（天地）、百花羞（天地）、惠岸行者（天地）、小白龙（天地）、飞霞（天地）、杨戬（天地）、红孩儿（天地）、李天王（天地）、大鹏王（天地）、嫦娥（天）、黄眉、星宿神君,894,江湖小虾、剑会群雄·勇者三级、竞技场·百胜、剑会群雄·救死扶伤、竞技场·百战、剑会群雄·显赫、剑会群雄·治疗高手、梦幻迷城·新秀三级、伏妖行者、竞技场·助人为乐、精灵小助手·小成、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、为人师表、竞技场·嗜血、六韬三略
"https://my.cbg.163.com/cgi/mweb/equip/298/202311201601716-298-DB8QOAPAKKND?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,神兽x1特技x1满级阵法x1,,2023-11-26 16:53,月宫,31879,17762,14117,6805,方寸山,剑侠客,不讲道李。,龙太子,"10","513,786",38,3203,1772,417,677,786,789,204,1654,0%,0%,0%,0%,1393,1380,36,0,0,0,0,体质：71魔力：69力量：444耐力：74敏捷：70,大鹏王（⭐ ⭐ ⭐ ）、李天王（⭐ ⭐ ⭐ ）、铁扇公主（⭐ ⭐ ）、酒肉和尚（⭐ ⭐ ）、孙悟空（⭐ ）、唐僧（⭐ ）、孙婆婆（⭐ ）、猪八戒（天地）、牛魔王（天地）、惠岸行者（天地）、红孩儿（天地）、九灵元圣（天）、百花羞（天）、老鼠精（天）、白无常（天）、蝎子精、西海龙王、镇元子、小白龙、星宿神君,850,地煞·御风神行、太阴清客、竞技场·百胜、剑会群雄·封印有术、竞技场·小试牛刀、剑会群雄·救死扶伤、竞技场·封印有术、武林高手、竞技场·百战、剑会群雄·精英二级、剑会群雄·钦佩、剑会群雄·助人为乐、剑会群雄·百胜、梦幻迷城·先锋二级、剑会群雄·小试牛刀、六韬三略、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/430/202311201601716-430-0MBA7GBM0B7V?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,8红神宠逆满法宝x1满阶门派法宝满级阵法x2,,2023-11-26 16:51,狮驼岭,34233,20723,13510,7219,阴曹地府，魔王寨，小雷音，龙宫，狮驼岭，月宫,喵千岁，玄彩娥，狐美人，梦灵珑(仙族)，梦灵珑(魔族),甜甜棉花糖ι,梦灵珑(魔族),"8","2,214,382",54,3882,1874,418,785,649,833,173,1878,2%,0%,0%,0%,13,1387,57,0,36,0,12,体质：69魔力：69力量：468耐力：69敏捷：69,孙悟空（⭐ ⭐ ⭐ ）、唐僧（⭐ ⭐ ）、阎罗王（⭐ ）、北海龙子（⭐ ）、李天王（⭐ ）、九灵元圣（⭐ ）、菩提老祖（⭐ ）、酒肉和尚（⭐ ）、大鹏王（⭐ ）、青狮王（天地）、黄袍怪（天地）、汤圆（天地）、法明长老（天地）、孙婆婆（天地）、小白龙（天地）、老鼠精（天地）、白无常（天地）、红孩儿（天地）、蝎子精（天地）、猪八戒（天地）、铁扇公主（天地）、沙和尚（天地）、牛魔王（天地）、北海龙王（天地）、惠岸行者（天地）、太白金星（天地）、地藏菩萨（天地）、飞霞（天地）、白象王（天地）、杏林仙（天）、万圣公主（天）、玉兔精（天）、西海龙王（天）、青莲仙女（天）、情丝娘子（天）、司药御侍（天）、星宿神君（天）、九头虫（天）、黑无常（天）、百花羞（天）、空度禅师（天）、玉面狐狸（天）、北海龙女,1204,竞技场·救死扶伤、永夜同归、江湖小虾、竞技场·百胜、七星地煞·举火燎天、剑会群雄·勇者三级、摸鱼儿·初涉垂钓、考古者·古迹烟尘、剑会群雄·救死扶伤、渔家乐·在水一方、竞技场·百战、剑会群雄·助人为乐、剑会群雄·崇拜、竞技场·助人为乐、剑会群雄·百胜、为人师表、竞技场·嗜血、八斗之才、梦幻迷城·先锋二级、剑会群雄·小试牛刀、魔岭玫瑰、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/99/202311201601716-99-JPVVPLVHQDBRH?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,神兽x1特技x1满阶乾坤一脉满级阵法x1,,2023-11-26 16:49,花果山,37164,21367,15797,7700,普陀山，月宫，花果山，龙宫,神天兵,εジ不许ぃ,龙太子,"48","23,662",54,3646,1881,418,743,728,885,206,1930,1%,0%,0%,0%,12,1387,0,16,0,0,10,体质：69魔力：69力量：468耐力：69敏捷：69,孙悟空（⭐ ⭐ ⭐ ）、菩提老祖（⭐ ⭐ ⭐ ）、蝎子精（⭐ ⭐ ）、阎罗王（⭐ ）、唐僧（⭐ ）、北海龙子（⭐ ）、酒肉和尚（⭐ ）、白无常（⭐ ）、李天王（⭐ ）、猪八戒（天地）、汤圆（天地）、牛魔王（天地）、惠岸行者（天地）、小白龙（天地）、红孩儿（天地）、大鹏王（天地）、铁扇公主（天）、九灵元圣（天）、空度禅师（天）、老鼠精（天）、西海龙王、百花羞、星宿神君,944,江湖小虾、竞技场·百胜、竞技场·百战、倚马七纸、剑会群雄·勇者二级、剑会群雄·助人为乐、剑会群雄·崇拜、伏妖行者、梦幻迷城·新秀三级、竞技场·助人为乐、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、竞技场·嗜血、精灵小助手·窥径、亿万热爱·青春梦幻
"https://my.cbg.163.com/cgi/mweb/equip/304/202311201601716-304-2M4TSWDYLZIB?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,特技x2满阶门派法宝满级阵法x4,,2023-11-26 16:49,狮驼岭,31652,18474,13178,6611,狮驼岭，月宫,虎头怪，龙太子,取月色伏魅。,虎头怪,"3","156,323",51,4786,1758,389,497,674,788,162,1874,1%,0%,0%,0%,13,1380,18,0,0,0,19,体质：74魔力：70力量：457耐力：71敏捷：69,牛魔王（⭐ ）、酒肉和尚（⭐ ）、猪八戒（天地）、孙悟空（天地）、青狮王（天地）、唐僧（天地）、万圣公主（天地）、北海龙子（天地）、九灵元圣（天地）、菩提老祖（天地）、西海龙王（天地）、法明长老（天地）、青莲仙女（天地）、百花羞（天地）、北海龙王（天地）、惠岸行者（天地）、地藏菩萨（天地）、孙婆婆（天地）、飞霞（天地）、小白龙（天地）、老鼠精（天地）、白无常（天地）、白象王（天地）、红孩儿（天地）、大鹏王（天地）、镇元子、星宿神君,838,竞技场·千战、江湖小虾、剑会群雄·勇者一级、百兽统领、梦幻迷城·精英二级、地煞·履水吐焰、剑会群雄·嗜血、竞技场·嗜血、六韬三略、精灵小助手·窥径、剑会群雄·封印有术、竞技场·百胜、剑会群雄·救死扶伤、剑会群雄·助人为乐、竞技场·助人为乐、剑会群雄·百胜、剑会群雄·惊奇
"https://my.cbg.163.com/cgi/mweb/equip/136/202311201601716-136-CI8K55N7OXAX?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,特技x1,,2023-11-26 16:47,花果山,34902,19079,15823,7629,花果山，狮驼岭,龙太子，杀破狼,扫地僧、鹿璐,龙太子,"6","0",54,3530,1903,396,765,617,897,183,1918,0%,0%,0%,0%,0,1400,35,0,0,17,13,体质：69魔力：69力量：468耐力：69敏捷：69,孙悟空（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、小白龙（⭐ ⭐ ）、观音菩萨（天地）、铁扇公主（天地）、汤圆（天地）、惠岸行者（天地）、地藏菩萨（天地）、红孩儿（天地）、唐僧（天）、西海龙王（天）、北海龙女（天）、金角大王（天）、百花羞（天）、星宿神君（天）、李天王（天）、牛魔王,799,江湖小虾、剑会群雄·战将一级、竞技场·百胜、剑会群雄·救死扶伤、竞技场·小试牛刀、竞技场·百战、剑会群雄·助人为乐、剑会群雄·崇拜、梦幻迷城·新秀三级、伏妖行者、竞技场·助人为乐、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、为人师表、六韬三略、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/4/202311201601716-4-LX4RGIIJ0DFCWC?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,10红神宠满级阵法x2,,2023-11-26 16:39,狮驼岭,35174,19044,16130,7562,龙宫，狮驼岭，大唐官府，月宫，花果山,龙太子，虎头怪，剑侠客，巨魔王，杀破狼,鲁达倒拔金莲,虎头怪,"6","25,199",54,4106,1868,435,688,773,859,142,1628,2%,0%,0%,0%,0,1390,41,16,0,0,10,体质：69魔力：69力量：468耐力：69敏捷：69,北海龙子（⭐ ）、阎罗王（天地）、青狮王（天地）、孙悟空（天地）、孙婆婆（天地）、小白龙（天地）、红孩儿（天地）、铁扇公主（天地）、蝎子精（天地）、唐僧（天地）、九灵元圣（天地）、菩提老祖（天地）、惠岸行者（天地）、大鹏王（天地）、法明长老（天）、飞霞（天）、白象王（天）、西海龙王、星宿神君、观音菩萨、猪八戒、百花羞、牛魔王、太白金星、地藏菩萨,905,江湖小虾、竞技场·百胜、剑会群雄·战将一级、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·百战、倚马七纸、百兽统领、剑会群雄·助人为乐、剑会群雄·崇拜、梦幻迷城·新秀三级、六星地煞·移山覆海、竞技场·助人为乐、剑会群雄·百胜、剑会群雄·嗜血、为人师表、竞技场·嗜血、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/4/202311201601716-4-AKBHAWGWLABUZ0?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,逆满法宝x1,,2023-11-26 16:35,月宫,31814,16917,14897,6942,狮驼岭，小雷音，花果山，月宫,巨魔王，杀破狼,飞沐珊,龙太子,"0","73,812",48,3081,1809,425,722,822,768,165,1728,1%,0%,0%,0%,1391,1380,18,38,0,0,9,体质：69魔力：71力量：459耐力：70敏捷：69,阎罗王（天地）、孙悟空（天地）、九灵元圣（天地）、菩提老祖（天地）、惠岸行者（天地）、地藏菩萨（天地）、孙婆婆（天地）、大鹏王（天地）、铁扇公主（天）、万圣公主（天）、唐僧（天）、西海龙王（天）、牛魔王（天）、百花羞（天）、小白龙（天）、老鼠精（天）、红孩儿（天）、李天王（天）、蝎子精、情丝娘子、星宿神君,717,地煞·御风神行、太阴清客、竞技场·百胜、剑会群雄·救死扶伤、考古者·古迹烟尘、竞技场·小试牛刀、武林高手、竞技场·百战、剑会群雄·精英三级、剑会群雄·助人为乐、剑会群雄·崇拜、梦幻迷城·新秀三级、剑会群雄·百胜、为人师表、剑会群雄·小试牛刀、六韬三略、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/528/202311201601716-528-MLUBKF5AEINW?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,8红神宠,,2023-11-26 16:34,月宫,33370,19133,14237,7496,魔王寨，小雷音，大唐官府，花果山，月宫,巨魔王，杀破狼，剑侠客，神天兵，羽灵神，龙太子,甜味暴力熊。,龙太子,"3","23,247",29,3058,1804,419,714,816,850,150,1755,0%,0%,0%,0%,1391,1386,39,18,0,0,21,体质：70魔力：70力量：436耐力：69敏捷：74,大鹏王（天地）、西海龙王（天）、汤圆（天）、小白龙（天）、李天王（天）、观音菩萨（天）、太白金星（天）、星宿神君、百花羞,743,梦幻迷城·新秀二级、太阴清客、剑会群雄·百胜、地煞·履水吐焰、竞技场·百胜、剑会群雄·救死扶伤、竞技场·小试牛刀、剑会群雄·精英一级、剑会群雄·小试牛刀、六韬三略、渔家乐·在水一方、竞技场·百战、明日之星、剑会群雄·助人为乐、精灵小助手·窥径、剑会群雄·钦佩
"https://my.cbg.163.com/cgi/mweb/equip/182/202311201601716-182-AEBHFVGOYRWB?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925988091Kjdfi&tag=user",69,8红神宠满阶门派法宝满级阵法x1,,2023-11-26 16:30,月宫,29228,16878,12350,6509,大唐官府,逍遥生,湍流,龙太子,"26","1,008,009",54,3213,1840,411,648,776,755,179,1880,0%,0%,0%,0%,1387,1380,0,18,0,17,34,体质：69魔力：70力量：467耐力：69敏捷：69,李天王（⭐ ⭐ ⭐ ）、汤圆（天地）、老鼠精（天地）、红孩儿（天地）、铁扇公主（天地）、猪八戒（天地）、唐僧（天地）、惠岸行者（天地）、西海龙王（天）、孙婆婆（天）、星宿神君（天）、牛魔王（天）、百花羞（天）、地藏菩萨（天）、小白龙、观音菩萨,772,太阴清客、江湖小虾、竞技场·小试牛刀、地煞·伏虎斩妖、竞技场·百战、剑会群雄·十胜、剑会群雄·钦佩、剑会群雄·助人为乐、剑会群雄·小试牛刀、梦幻迷城·先锋二级、六韬三略、竞技场·十胜、剑会群雄·先锋三级、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/230/202311201601716-230-BLIGNWDB6DPX?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925989531g0UtU&tag=user",69,神兽x18红神宠特技x1满阶门派法宝,,2023-11-26 16:27,花果山,35380,19865,15515,8046,方寸山，化生寺，大唐官府，魔王寨，小雷音，龙宫，狮驼岭，月宫，花果山,剑侠客，虎头怪，龙太子,听春意浪漫ヅ,龙太子,"28","170,352",51,3587,1921,428,743,737,911,170,1748,1%,0%,0%,0%,0,1402,19,0,20,0,22,体质：69魔力：69力量：463耐力：70敏捷：70,红孩儿（⭐ ）、铁扇公主（⭐ ）、菩提老祖（⭐ ）、孙悟空（天地）、法明长老（天地）、牛魔王（天地）、万圣公主（天）、西海龙王（天）、小白龙（天）、星宿神君（天）、老鼠精（天）、李天王（天）、观音菩萨（天）、猪八戒（天）、百花羞（天）、惠岸行者（天）、大鹏王（天）,743,剑会群雄·封印有术、竞技场·百胜、竞技场·封印有术、剑会群雄·救死扶伤、竞技场·小试牛刀、竞技场·百战、剑会群雄·精英三级、明日之星、剑会群雄·助人为乐、河洛上宾、剑会群雄·崇拜、伏妖行者、竞技场·助人为乐、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·小试牛刀、六韬三略、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/181/202311201601716-181-AUAODIG0RRTT?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925989531g0UtU&tag=user",69,8红神宠特技x1满级阵法x1,,2023-11-26 16:26,花果山,34733,19825,14908,7589,普陀山，月宫，大唐官府，花果山,舞天姬，飞燕女,诗和远方呢丶,玄彩娥,"16","0",51,3489,1859,425,725,708,925,137,1897,1%,0%,0%,0%,10,1380,17,15,17,14,0,体质：70魔力：70力量：462耐力：69敏捷：70,唐僧（⭐ ）、北海龙子（⭐ ）、大鹏王（⭐ ）、李天王（⭐ ）、猪八戒（天地）、观音菩萨（天）、九头虫（天）、蝎子精（天）、铁扇公主（天）、青狮王（天）、孙悟空（天）、万圣公主（天）、九灵元圣（天）、西海龙王（天）、汤圆（天）、北海龙女（天）、牛魔王（天）、惠岸行者（天）、飞霞（天）、小白龙（天）、星宿神君（天）、老鼠精（天）、红孩儿（天）、哪吒、百花羞、酒肉和尚,902,江湖小虾、度邪灵姝、剑会群雄·救死扶伤、竞技场·小试牛刀、渔家乐·在水一方、倚马七纸、剑会群雄·精英二级、剑会群雄·治疗高手、剑会群雄·崇拜、竞技场·助人为乐、梦幻迷城·新秀二级、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、为人师表、竞技场·十胜、如鱼水·浪里白条、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/4/202311201601716-4-RQ7EVE82TEK22P?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925989531g0UtU&tag=user",69,8红神宠特技x1满阶门派法宝,,2023-11-26 16:24,月宫,34654,18556,16098,7527,狮驼岭，小雷音，阴曹地府，花果山,杀破狼，龙太子,阎罗丶,龙太子,"6","69,207",52,4026,1906,397,586,820,840,186,1920,1%,0%,0%,0%,1390,1380,37,0,0,0,21,体质：69魔力：69力量：465耐力：69敏捷：70,孙悟空（⭐ ）、北海龙子（天地）、老鼠精（天地）、李天王（天地）、铁扇公主（天地）、猪八戒（天地）、唐僧（天地）、菩提老祖（天地）、沙和尚（天地）、牛魔王（天地）、惠岸行者（天地）、大鹏王（天地）、西海龙王（天）、汤圆（天）、孙婆婆（天）、红孩儿（天）、九头虫（天）、观音菩萨（天）、百花羞（天）、小白龙、星宿神君、白无常、杨戬,912,太阴清客、竞技场·百胜、剑会群雄·救死扶伤、竞技场·小试牛刀、武林高手、竞技场·百战、倚马七纸、剑会群雄·精英三级、剑会群雄·助人为乐、剑会群雄·崇拜、竞技场·助人为乐、梦幻迷城·新秀二级、地煞·履水吐焰、剑会群雄·百胜、剑会群雄·嗜血、为人师表、如鱼水·浪里白条、精灵小助手·窥径
"https://my.cbg.163.com/cgi/mweb/equip/99/202311181301716-99-BGQVBWPHEBMWO?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925989531g0UtU&tag=user",69,9红神宠特技x1逆满法宝x1,,2023-11-26 16:24,月宫,36936,21006,15930,7971,阴曹地府，化生寺，月宫，大唐官府，花果山,狐美人，英女侠，骨精灵，梦灵珑(仙族),浮生半日闲丿,梦灵珑(仙族),"9","154,754",51,3318,1862,398,737,931,810,145,1865,1%,1%,0%,0%,1396,1386,17,0,15,0,19,体质：69魔力：69力量：465耐力：69敏捷：69,阎罗王（⭐ ⭐ ）、菩提老祖（⭐ ）、大鹏王（⭐ ）、孙悟空（天地）、红孩儿（天地）、李天王（天地）、惠岸行者（天地）、空度禅师（天地）、青莲仙女（天）、孙婆婆（天）、小白龙（天）、老鼠精（天）、蝎子精（天）、铁扇公主（天）、唐僧（天）、北海龙女（天）、百花羞（天）、牛魔王（天）、西海龙王、汤圆、星宿神君,964,竞技场·助人为乐、地煞·履水吐焰、江湖小虾、剑会群雄·百胜、竞技场·百胜、剑会群雄·战将一级、梦幻迷城·先锋一级、剑会群雄·嗜血、为人师表、剑会群雄·救死扶伤、竞技场·小试牛刀、摸鱼儿·初涉垂钓、渔家乐·在水一方、望舒仙子、竞技场·百战、剑会群雄·显赫、倚马七纸、剑会群雄·助人为乐、精灵小助手·窥径、亿万热爱·青春梦幻
"https://my.cbg.163.com/cgi/mweb/equip/280/202311201601716-280-9NQMVMPR4WRR?view_loc=search_cond%7Ctag_key%3A%7B%22is_from_ad_reco%22%3A%200,%20%22tag%22%3A%20%22user%22%7D&reco_request_id=1700925989531g0UtU&tag=user",69,8红神宠特技x1满阶门派法宝,,2023-11-26 16:23,花果山,33419,18773,14646,7304,大唐官府，月宫，花果山,剑侠客,追夢人,龙太子,"8","118,049",54,3567,1867,414,733,636,798,177,1885,0%,0%,0%,0%,11,1380,16,0,17,0,23,体质：71魔力：74力量：456耐力：71敏捷：72,蝎子精（⭐ ⭐ ⭐ ）、菩提老祖（⭐ ⭐ ⭐ ）、法明长老（⭐ ⭐ ⭐ ）、大鹏王（⭐ ⭐ ⭐ ）、铁扇公主（⭐ ）、北海龙子（⭐ ）、唐僧（⭐ ）、酒肉和尚（⭐ ）、李天王（⭐ ）、阎罗王（天地）、孙悟空（天地）、九灵元圣（天地）、汤圆（天地）、牛魔王（天地）、惠岸行者（天地）、老鼠精（天地）、红孩儿（天地）、猪八戒（天）、西海龙王（天）、沙和尚（天）、百花羞（天）、小白龙（天）、星宿神君（天）、白无常,904,地煞·御风神行、江湖小虾、竞技场·百胜、剑会群雄·救死扶伤、摸鱼儿·初涉垂钓、竞技场·百战、倚马七纸、剑会群雄·勇者一级、剑会群雄·助人为乐、剑会群雄·崇拜、伏妖行者、竞技场·助人为乐、精灵小助手·小成、梦幻迷城·新秀二级、剑会群雄·百胜、剑会群雄·嗜血、竞技场·嗜血、循循善诱
